City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
367,kodiak,57.79,-152.4072,0.73,69,100,3.6,US,1680918299
368,santiago del estero,-27.7951,-64.2615,23.36,72,95,2.37,AR,1680918300
369,cabra,37.4725,-4.4421,11.05,38,0,2.23,ES,1680918301
370,sao sebastiao,-23.76,-45.4097,22.31,93,99,1.09,BR,1680918240
371,hami,42.8,93.45,11.87,12,6,2.4,CN,1680918303
372,mersing,2.4312,103.8405,25.95,89,40,2.06,MY,1680918304
373,barceloneta,18.4505,-66.5385,23.57,98,97,3.02,PR,1680918305
374,thohoyandou,-22.9456,30.485,18.99,50,0,2.02,ZA,1680918306
375,beroroha,-21.6667,45.1667,22.09,91,100,1.24,MG,1680918306
376,san vicente,-26.6167,-54.1333,15.55,99,27,1.07,AR,1680918307
377,dejen,10.1667,38.1333,12.86,81,50,1.4,ET,1680918308
378,gimli,50.6336,-96.9907,-3.99,74,7,2.06,CA,1680918309
379,ponta delgada,37.7333,-25.6667,10.4,76,20,2.57,PT,1680918309
380,gazli,40.1333,63.45,16.06,58,80,4.93,UZ,1680918311
381,saint-denis,48.9167,2.3333,7.3,87,0,3.6,FR,1680918311
382,dubti,11.7361,41.0853,27.43,67,100,5.42,ET,1680918312
383,pangnirtung,66.1451,-65.7125,-23.94,85,27,2.91,CA,1680918313
384,prince rupert,54.3161,-130.3201,7.05,70,0,9.77,CA,1680918042
385,stornoway,58.2093,-6.3865,6.98,89,18,3.09,GB,1680918314
386,qostanay,53.1667,63.5833,-7.84,79,0,3.0,KZ,1680918315
387,culebra,18.303,-65.301,26.02,87,69,4.02,PR,1680918315
388,eydhafushi,5.1033,73.0708,28.02,72,15,2.72,MV,1680918316
389,hofn,64.2539,-15.2082,6.98,96,100,10.66,IS,1680918317
390,grand forks,47.9417,-97.4337,-2.04,80,0,3.6,US,1680918318
391,mariental,-24.6333,17.9667,19.6,33,6,2.58,NA,1680918319
392,payakumbuh,-0.2202,100.6308,22.14,92,100,0.82,ID,1680918320
393,richards bay,-28.783,32.0377,21.85,91,64,3.75,ZA,1680918321
394,san cristobal,7.7669,-72.225,20.1,75,100,0.59,VE,1680918043
395,carroll,39.5501,-77.0164,10.18,41,0,1.54,US,1680918322
396,klaksvik,62.2266,-6.589,7.51,94,42,9.55,FO,1680918296
397,bethel,41.3712,-73.414,7.64,38,0,5.14,US,1680918323
398,swan hill,-35.3378,143.5544,18.17,55,98,7.7,AU,1680918324
399,kutum,14.2,24.6667,20.95,13,56,2.88,SD,1680918325
400,ankpa,7.3706,7.6253,25.43,80,100,3.91,NG,1680918325
401,san jose,37.3394,-121.895,16.08,73,100,6.17,US,1680918249
402,angoram,-4.0625,144.0661,24.27,95,100,0.91,PG,1680918326
403,port hedland,-20.3167,118.5667,33.03,49,16,4.63,AU,1680918327
404,kisanga,-7.4362,37.7034,21.83,98,43,0.3,TZ,1680918328
405,mendi,-6.1761,143.6513,17.41,76,100,0.58,PG,1680918329
406,royal tunbridge wells,51.1325,0.2633,6.35,62,0,1.11,GB,1680918330
407,joshimath,30.5667,79.5667,12.58,25,0,3.0,IN,1680918330
408,manjacaze,-24.7117,33.8828,19.19,80,0,2.87,MZ,1680918331
409,punakha,27.5837,89.8598,18.49,65,71,0.14,BT,1680918332
410,moose factory,51.2585,-80.6094,-4.0,50,20,2.57,CA,1680918333
411,tucuman,-26.8241,-65.2226,20.0,83,0,3.09,AR,1680918333
412,peterhead,57.5058,-1.7981,7.22,90,100,7.56,GB,1680918334
413,lavrentiya,65.5833,-171.0,-19.27,71,93,2.85,RU,1680918335
414,mandera,3.9366,41.867,26.7,69,66,6.49,KE,1680918336
415,batagay-alyta,67.8006,130.4114,-20.51,86,71,1.57,RU,1680918336
416,kiama,-34.6833,150.8667,23.54,55,66,5.81,AU,1680918072
417,sabha,27.0377,14.4283,20.37,25,78,6.5,LY,1680918337
418,elliot,-31.3333,27.85,11.88,78,60,0.6,ZA,1680918337
419,sorland,67.667,12.6934,3.92,84,100,9.9,NO,1680918338
420,karymskoye,51.6167,114.35,9.53,32,6,2.9,RU,1680918338
421,ganganagar,29.9167,73.8833,22.28,31,0,1.8,IN,1680918339
422,ampanihy,-24.7,44.75,22.25,87,99,1.95,MG,1680918340
423,tagab,34.855,69.6492,14.25,42,0,2.08,AF,1680918340
424,lagoa,39.05,-27.9833,12.85,59,6,4.8,PT,1680918340
425,kresttsy,58.2452,32.5165,0.57,90,6,2.17,RU,1680918341
426,baiyin,36.5583,104.2081,9.91,39,0,3.09,CN,1680918341
427,aksu,41.1231,80.2644,10.76,19,0,2.6,CN,1680918342
428,nakhon phanom,17.3333,104.4167,27.82,50,59,3.95,TH,1680918342
429,la reforma,25.0833,-108.05,18.91,66,0,3.2,MX,1680918343
430,hobyo,5.3505,48.5268,27.19,64,16,5.97,SO,1680918343
431,phibun mangsahan,15.2447,105.2291,32.83,48,97,5.7,TH,1680918344
432,bridgend,51.5058,-3.5772,8.06,82,49,2.24,GB,1680918344
433,leningradskiy,69.3833,178.4167,-20.83,90,100,4.99,RU,1680918345
434,solnechnyy,50.7214,136.6319,-0.63,70,100,3.34,RU,1680918345
435,oranjestad,12.524,-70.027,26.06,84,20,7.2,AW,1680918345
436,neiafu,-18.65,-173.9833,29.38,79,75,4.12,TO,1680918346
437,namtsy,62.7161,129.6658,-7.27,94,100,6.02,RU,1680918346
438,birao,10.2849,22.7882,24.06,15,94,2.84,CF,1680918348
439,limanowa,49.7059,20.422,-0.84,98,92,1.36,PL,1680918348
440,nyimba,-14.5566,30.8149,18.0,96,23,1.29,ZM,1680918348
441,pandan niog,6.2282,120.5631,27.73,78,61,6.04,PH,1680918349
442,oxapampa,-10.5775,-75.4017,14.71,100,100,0.22,PE,1680918349
443,belle fourche,44.6714,-103.8522,7.83,82,0,3.89,US,1680918350
444,ndele,8.4109,20.6473,24.96,57,4,1.98,CF,1680918350
445,lagunas,-5.2269,-75.6753,21.86,99,100,1.0,PE,1680918351
446,severnyy,50.677,36.5532,9.02,66,0,4.0,RU,1680918342
447,svogerslev,55.6342,12.0147,5.04,87,75,1.54,DK,1680918351
448,samarai,-10.6167,150.6667,28.72,73,100,1.0,PG,1680918352
449,okhotsk,59.3833,143.3,-8.98,69,13,3.67,RU,1680918352
450,misratah,32.3754,15.0925,14.7,71,100,5.68,LY,1680918353
451,oktyabrskoye,43.0645,44.7417,7.35,78,100,1.15,RU,1680918353
452,xining,36.6167,101.7667,5.36,39,0,1.41,CN,1680918354
453,kalmunai,7.4167,81.8167,26.94,73,84,1.38,LK,1680918354
454,nikolayevsk-na-amure,53.1406,140.73,-1.03,80,100,4.67,RU,1680918256
455,pacifica,37.6138,-122.4869,15.42,87,100,5.66,US,1680918355
456,gilbert,33.3528,-111.789,27.3,14,0,3.6,US,1680918175
457,sungai besar,3.6746,100.9867,27.05,82,69,0.78,MY,1680918356
458,pacific grove,36.6177,-121.9166,15.36,80,100,6.26,US,1680918356
459,bereznik,62.8551,42.7072,-6.16,97,27,1.28,RU,1680918357
460,el jicaro,14.9167,-89.9,25.46,70,9,2.05,GT,1680918357
461,mikropolis,41.1935,23.8157,2.28,87,13,1.23,GR,1680918358
462,muli,2.9167,73.5667,27.94,66,75,0.34,MV,1680918358
463,souillac,-20.5167,57.5167,23.21,94,40,2.06,MU,1680918359
464,japura,-0.3167,102.35,26.3,77,99,1.49,ID,1680918359
465,cienfuegos,22.1461,-80.4356,25.08,65,0,3.6,CU,1680918078
466,simpang,-1.2667,104.0833,28.69,70,66,0.88,ID,1680918360
467,traralgon,-38.1833,146.5333,17.84,60,47,5.34,AU,1680918299
468,lalin,42.7167,-8.1167,9.03,66,100,1.36,ES,1680918361
469,pangkalanbuun,-2.6833,111.6167,29.34,66,100,1.24,ID,1680918362
470,nantucket,41.2835,-70.0995,9.03,53,0,6.69,US,1680918141
471,husavik,66.0449,-17.3389,5.07,84,98,9.45,IS,1680918363
472,henties bay,-22.116,14.2845,15.55,93,52,2.56,NA,1680918363
473,salta,-24.7859,-65.4117,18.65,85,40,1.54,AR,1680918283
474,bahir dar,11.5936,37.3908,18.23,66,100,2.34,ET,1680918364
475,riihimaki,60.7377,24.7773,-1.92,82,62,1.35,FI,1680918364
476,tual,-5.6667,132.75,27.93,79,97,7.55,ID,1680918365
477,san rafael,-34.6177,-68.3301,22.07,45,84,2.94,AR,1680918365
478,mafeteng,-29.823,27.2374,13.12,55,30,1.86,LS,1680918366
479,maningrida,-12.0667,134.2667,29.59,70,71,5.64,AU,1680918336
480,avare,-23.0986,-48.9258,17.1,98,89,2.94,BR,1680918232
481,olinda,-8.0089,-34.8553,27.85,78,40,3.09,BR,1680918163
482,hastings,50.8552,0.5729,7.66,55,3,1.46,GB,1680918367
483,callaway,30.153,-85.5699,24.43,84,75,2.57,US,1680918368
484,moroni,-11.7022,43.2551,25.96,78,52,0.84,KM,1680918368
485,dori,14.0354,-0.0345,30.2,24,49,3.7,BF,1680918369
486,jiangyou,31.7667,104.7167,16.02,59,62,2.23,CN,1680918369
487,ercis,39.0287,43.3586,6.45,71,57,3.07,TR,1680918370
488,thunder bay,48.4001,-89.3168,0.99,55,20,5.66,CA,1680918339
489,bridgetown,13.1,-59.6167,26.27,65,20,9.77,BB,1680918351
490,gunjur,13.2019,-16.7339,22.04,88,0,4.63,GM,1680918371
491,herat,34.5,62.0,18.37,20,54,3.98,AF,1680918371
492,broome,42.2506,-75.833,1.49,60,100,0.89,US,1680918372
493,nouadhibou,20.931,-17.0347,17.99,88,66,6.17,MR,1680918344
494,mudgee,-32.5943,149.5871,16.55,65,92,6.14,AU,1680918373
495,corinto,37.9407,22.9573,9.38,78,100,1.0,GR,1680918373
496,mildura,-34.2,142.15,20.55,48,77,7.54,AU,1680918374
497,kaniv,49.7518,31.46,6.97,86,100,2.51,UA,1680918374
498,la palma,33.8464,-118.0467,21.56,57,0,4.63,US,1680918375
499,kununurra,-15.7667,128.7333,30.99,74,100,2.06,AU,1680918375
500,kyle,29.9984,-97.8715,12.42,97,100,4.63,US,1680918375
501,gizo,-8.103,156.8419,29.45,64,100,0.7,SB,1680918376
502,kawalu,-7.3817,108.2082,27.86,66,78,0.58,ID,1680918377
503,kuvandyk,51.4781,57.3552,-2.26,66,91,7.94,RU,1680918378
504,praia da vitoria,38.7333,-27.0667,12.14,76,20,4.2,PT,1680918379
505,curaca,-8.9903,-39.9094,27.51,52,100,4.03,BR,1680918379
506,bandhi,26.5861,68.3006,22.93,21,51,2.62,PK,1680918380
507,cockburn town,21.4612,-71.1419,24.75,72,98,6.7,TC,1680918380
508,chara,56.9064,118.2631,-2.35,68,85,0.72,RU,1680918381
509,trogir,43.5125,16.2517,8.03,71,0,3.09,HR,1680918381
510,kumano,34.3442,132.5894,13.51,43,6,7.6,JP,1680918382
511,tabou,4.423,-7.3528,25.89,88,100,2.19,CI,1680918382
512,vardo,70.3705,31.1107,0.99,93,75,8.23,NO,1680918279
513,saldanha,-33.0117,17.9442,15.12,81,65,8.96,ZA,1680918383
514,ouadda,8.0777,22.4007,19.45,75,89,0.18,CF,1680918384
515,yulara,-25.2406,130.9889,25.48,30,3,5.2,AU,1680918384
516,valladolid,41.5833,-4.6667,10.99,54,99,1.4,ES,1680918385
517,iisalmi,63.5592,27.1907,-0.98,94,97,1.49,FI,1680918385
518,kodinar,20.7903,70.7031,26.31,53,24,2.53,IN,1680918386
519,bilma,18.6853,12.9164,28.56,11,7,3.74,NE,1680918386
520,mogadishu,2.0371,45.3438,27.8,75,97,5.82,SO,1680918387
521,haines junction,60.7522,-137.5108,3.97,41,100,3.6,CA,1680918387
522,roald,62.5833,6.1333,6.29,73,45,2.6,NO,1680918388
523,jacqueville,5.2052,-4.4146,26.99,83,100,3.15,CI,1680918388
524,miyako,39.6367,141.9525,10.55,87,100,1.47,JP,1680918388
525,praya,14.9215,-23.5087,22.3,73,40,6.69,CV,1680918389
526,nalut,30.3333,10.85,11.31,64,0,8.37,LY,1680918389
527,hamilton,39.1834,-84.5333,9.93,51,0,4.12,US,1680918152
528,shamkhal,43.0596,47.3373,5.99,78,97,2.97,RU,1680918391
529,rocha,-34.4833,-54.3333,13.53,86,0,0.73,UY,1680918391
530,nyurba,63.2842,118.3319,-16.62,72,4,2.52,RU,1680918392
531,ewa beach,21.3156,-158.0072,26.97,70,75,4.63,US,1680918392
532,batie,9.8833,-2.9167,24.8,75,97,1.59,BF,1680918393
533,pimentel,-6.8367,-79.9342,28.16,78,75,3.6,PE,1680918393
534,saint-augustin,51.226,-58.6502,-1.56,63,92,8.34,CA,1680918394
535,manaus,-3.1019,-60.025,27.27,74,0,1.54,BR,1680918394
536,big spring,32.2504,-101.4787,18.25,39,75,4.12,US,1680918149
537,kasimov,54.9411,41.3953,1.23,84,7,2.79,RU,1680918395
538,claresholm,50.0333,-113.5852,12.77,40,100,3.6,CA,1680918396
539,viedma,-40.8135,-62.9967,15.07,72,100,3.28,AR,1680918396
540,malinyi,-8.9333,36.1333,20.75,98,95,0.47,TZ,1680918396
541,mahdasht,35.7299,50.8111,14.12,34,0,5.14,IR,1680918397
542,margate,51.3813,1.3862,5.94,92,5,2.76,GB,1680918397
543,loralai,30.3705,68.598,15.4,48,0,1.56,PK,1680918252
544,sulina,45.1559,29.6536,5.99,76,41,1.51,RO,1680918398
545,huanuco,-9.9329,-76.2415,16.7,95,100,2.2,PE,1680918399
546,kudahuvadhoo,2.6708,72.8944,27.68,67,81,0.49,MV,1680918400
547,roros,62.5747,11.3842,-9.09,86,37,0.0,NO,1680918400
548,comodoro rivadavia,-45.8667,-67.5,7.92,71,0,1.54,AR,1680918226
549,althofen,46.8818,14.4676,4.14,78,100,0.88,AT,1680918401
550,fukue,32.6881,128.8419,13.2,47,20,8.75,JP,1680918402
551,port-gentil,-0.7193,8.7815,27.56,82,100,4.58,GA,1680918402
552,skjervoy,70.0311,20.9714,1.0,91,100,4.1,NO,1680918403
553,coquimbo,-29.9533,-71.3436,15.85,94,100,1.03,CL,1680918283
554,juneau,58.3019,-134.4197,5.68,97,100,2.57,US,1680918167
555,aklavik,68.2191,-135.0107,-13.2,90,100,3.51,CA,1680918404
556,alofi,-19.0595,-169.9187,28.94,70,23,5.14,NU,1680918351
557,matsubase,32.65,130.6667,13.22,34,0,6.27,JP,1680918405
558,jadu,31.953,12.0261,9.47,75,77,3.39,LY,1680918406
559,yamada,39.4667,141.95,10.92,86,100,0.99,JP,1680918406
560,concordia,-31.393,-58.0209,19.32,80,7,1.79,AR,1680918406
561,veraval,20.9,70.3667,25.83,61,3,3.59,IN,1680918407
562,trelew,-43.249,-65.3051,12.61,53,100,6.04,AR,1680918407
563,harper,4.375,-7.7169,26.26,85,98,2.37,LR,1680918408
564,acarau,-2.8856,-40.12,25.14,87,71,3.38,BR,1680918408
565,la rioja,42.25,-2.5,4.88,40,91,2.89,ES,1680918409
566,ucar,40.519,47.6542,9.1,71,45,1.28,AZ,1680918409
567,teahupoo,-17.8333,-149.2667,28.98,76,100,9.72,PF,1680918409
568,nueva loja,0.0847,-76.8828,21.61,98,64,0.56,EC,1680918410
569,anchorage,61.2181,-149.9003,0.73,52,100,2.57,US,1680918410
570,mahanoro,-19.9,48.8,22.67,88,100,2.1,MG,1680918411
571,kindersley,51.4668,-109.1682,1.01,86,75,10.29,CA,1680918412
